Category,City,Country,CustomerName,OrderDate,Region,Segment,ShipDate,ShipMode,ShipStatus,State,SubCategory,DaystoShipActual,DaystoShipScheduled,Discount,NumberofRecords,Profit,ProfitperOrder,ProfitRatio,Quantity,Sales,SalesForecast,SalesperCustomer,saleswodic
Technology,Plainfield,United States,Barry Pond,11/25/2016,East,Corporate,11/30/2016,Standard Class,Shipped Early,New Jersey,Machines,5,6,0,1,42,42,0.13,8,320,479,319.92,320
Technology,Los Angeles,United States,Ed Jacobs,3/3/2017,West,Consumer,3/8/2017,Standard Class,Shipped Early,California,Accessories,5,6,0,1,514,514,0.49,8,1049,1572,1049.44,1049
Furniture,Los Angeles,United States,Ed Jacobs,3/3/2017,West,Consumer,3/8/2017,Standard Class,Shipped Early,California,Chairs,5,6,0.2,1,20,20,0.12,3,170,255,170.35,213
Technology,Arlington,United States,Rose O'Brian,12/6/2015,South,Consumer,12/11/2015,Second Class,Shipped Late,Virginia,Phones,5,3,0,1,64,64,0.37,6,174,260,173.94,174
Technology,Seattle,United States,Mitch Webber,8/25/2014,West,Consumer,8/30/2014,Standard Class,Shipped Early,Washington,Phones,5,6,0.2,1,423,423,0.42,7,1008,1509,1007.94,1260
Office Supplies,Seattle,United States,MaryBeth Skach,10/22/2016,West,Consumer,10/22/2016,Same Day,Shipped On Time,Washington,Paper,0,0,0,1,-1,-1,-0.1,1,7,10,6.68,7
Office Supplies,Seattle,United States,MaryBeth Skach,10/22/2016,West,Consumer,10/22/2016,Same Day,Shipped On Time,Washington,Art,0,0,0,1,2,2,0.29,3,8,12,8.34,8
Furniture,Seattle,United States,MaryBeth Skach,10/22/2016,West,Consumer,10/22/2016,Same Day,Shipped On Time,Washington,Furnishings,0,0,0,1,8,8,0.08,3,102,153,101.94,102
Technology,Edmonds,United States,Dorothy Wardle,8/7/2016,West,Corporate,8/11/2016,Standard Class,Shipped Early,Washington,Accessories,4,6,0,1,86,86,0.48,3,180,270,179.97,180
Office Supplies,Salem,United States,Anne McFarland,7/21/2017,South,Consumer,7/27/2017,Standard Class,Shipped On Time,Virginia,Art,6,6,0,1,28,28,0.27,6,102,153,101.94,102
Technology,Salem,United States,Anne McFarland,7/21/2017,South,Consumer,7/27/2017,Standard Class,Shipped On Time,Virginia,Phones,6,6,0,1,82,82,0.3,4,272,407,271.96,272
Furniture,Salem,United States,Anne McFarland,7/21/2017,South,Consumer,7/27/2017,Standard Class,Shipped On Time,Virginia,Furnishings,6,6,0,1,4,4,0.48,5,9,13,8.8,9
Office Supplies,Salem,United States,Anne McFarland,7/21/2017,South,Consumer,7/27/2017,Standard Class,Shipped On Time,Virginia,Art,6,6,0,1,6,6,0.29,6,20,29,19.68,20
Furniture,Salem,United States,Anne McFarland,7/21/2017,South,Consumer,7/27/2017,Standard Class,Shipped On Time,Virginia,Bookcases,6,6,0.15,1,26,26,0.1,3,258,454,302.94,303
Office Supplies,Salem,United States,Anne McFarland,7/21/2017,South,Consumer,7/27/2017,Standard Class,Shipped On Time,Virginia,Binders,6,6,0,1,7,7,0.44,3,15,22,14.94,15
Office Supplies,Salem,United States,Anne McFarland,7/21/2017,South,Consumer,7/27/2017,Standard Class,Shipped On Time,Virginia,Supplies,6,6,0.05,1,53,53,0.24,2,220,347,231.72,232
Office Supplies,Delray Beach,United States,Bruce Geld,3/23/2014,South,Consumer,3/26/2014,First Class,Shipped Late,Florida,Labels,3,1,0.2,1,2,2,0.23,3,10,15,9.91,13
Office Supplies,San Francisco,United States,Ken Black,4/30/2015,West,Corporate,5/6/2015,Standard Class,Shipped On Time,California,Art,6,6,0,1,17,17,0.48,3,35,52,34.65,35
Technology,San Francisco,United States,Ken Black,4/30/2015,West,Corporate,5/6/2015,Standard Class,Shipped On Time,California,Phones,6,6,0.2,1,1,1,0.05,5,20,30,19.8,25
Office Supplies,New York City,United States,Greg Tran,6/13/2016,East,Consumer,6/16/2016,Second Class,Shipped On Time,New York,Binders,3,3,0.2,1,11,11,0.33,2,34,50,33.57,43
Office Supplies,Indianapolis,United States,Stuart Van,5/4/2015,Central,Corporate,5/11/2015,Standard Class,Shipped Late,Indiana,Art,7,6,0,1,35,35,0.28,7,126,189,125.93,126
Office Supplies,Columbus,United States,Greg Guthrie,4/23/2017,East,Corporate,4/26/2017,First Class,Shipped Late,Ohio,Binders,3,1,0.7,1,1,1,0.09,5,12,18,11.76,40
Office Supplies,Columbus,United States,Greg Guthrie,4/23/2017,East,Corporate,4/26/2017,First Class,Shipped Late,Ohio,Paper,3,1,0.2,1,2,2,0.35,1,5,8,5.34,6
Office Supplies,Jacksonville,United States,Stewart Visinsky,6/6/2014,South,Consumer,6/12/2014,Standard Class,Shipped On Time,Florida,Binders,6,6,0.7,1,0,0,0.28,1,1,2,1.37,3
Office Supplies,Jacksonville,United States,Stewart Visinsky,6/6/2014,South,Consumer,6/12/2014,Standard Class,Shipped On Time,Florida,Paper,6,6,0.2,1,-42,-42,-0.67,2,62,93,62.02,78
Furniture,Clinton,United States,Odella Nelson,12/2/2014,East,Corporate,12/7/2014,Standard Class,Shipped Early,Maryland,Furnishings,5,6,0,1,21,21,0.35,3,61,91,60.72,61
Office Supplies,Clinton,United States,Odella Nelson,12/2/2014,East,Corporate,12/7/2014,Standard Class,Shipped Early,Maryland,Paper,5,6,0,1,-98,-98,-0.67,3,147,220,146.82,147
Furniture,Clinton,United States,Odella Nelson,12/2/2014,East,Corporate,12/7/2014,Standard Class,Shipped Early,Maryland,Chairs,5,6,0,1,86,86,0.36,8,240,359,239.84,240
Office Supplies,Clinton,United States,Odella Nelson,12/2/2014,East,Corporate,12/7/2014,Standard Class,Shipped Early,Maryland,Labels,5,6,0,1,6,6,0.39,6,16,23,15.66,16
Office Supplies,Commerce City,United States,Ryan Akin,6/17/2017,West,Consumer,6/20/2017,First Class,Shipped Late,Colorado,Storage,3,1,0.2,1,73,73,0.5,3,146,219,146.35,183
Office Supplies,Santa Ana,United States,Stewart Visinsky,5/26/2016,West,Consumer,5/31/2016,Standard Class,Shipped Early,California,Fasteners,5,6,0,1,2,2,0.27,3,6,9,5.94,6
Office Supplies,Santa Ana,United States,Stewart Visinsky,5/26/2016,West,Consumer,5/31/2016,Standard Class,Shipped Early,California,Paper,5,6,0,1,21,21,0.46,7,45,68,45.36,45
Technology,Santa Ana,United States,Stewart Visinsky,5/26/2016,West,Consumer,5/31/2016,Standard Class,Shipped Early,California,Phones,5,6,0.2,1,-49,-49,-0.23,4,211,316,211.17,264
Furniture,Santa Ana,United States,Stewart Visinsky,5/26/2016,West,Consumer,5/31/2016,Standard Class,Shipped Early,California,Chairs,5,6,0.2,1,0,0,0,6,485,726,484.7,606
Technology,Santa Ana,United States,Stewart Visinsky,5/26/2016,West,Consumer,5/31/2016,Standard Class,Shipped Early,California,Machines,5,6,0.2,1,179,179,0.48,3,372,557,371.98,465
Office Supplies,Clinton,United States,Ken Black,3/10/2015,East,Corporate,3/10/2015,Same Day,Shipped On Time,Maryland,Storage,0,0,0,1,10,10,0.11,6,90,135,89.82,90
Office Supplies,Los Angeles,United States,Andrew Gjertsen,10/20/2016,West,Corporate,10/22/2016,First Class,Shipped Late,California,Binders,2,1,0.2,1,-3,-3,-0.18,3,19,29,19.3,24
Furniture,Louisville,United States,Juliana Krohn,4/21/2015,South,Consumer,4/28/2015,Standard Class,Shipped Late,Kentucky,Chairs,7,6,0,1,60,60,0.31,2,192,287,191.96,192
Office Supplies,Louisville,United States,Juliana Krohn,4/21/2015,South,Consumer,4/28/2015,Standard Class,Shipped Late,Kentucky,Binders,7,6,0,1,6,6,0.28,3,21,32,21.3,21
Technology,Louisville,United States,Juliana Krohn,4/21/2015,South,Consumer,4/28/2015,Standard Class,Shipped Late,Kentucky,Phones,7,6,0,1,146,146,0.31,5,470,704,469.95,470
Furniture,Louisville,United States,Juliana Krohn,4/21/2015,South,Consumer,4/28/2015,Standard Class,Shipped Late,Kentucky,Furnishings,7,6,0,1,57,57,0.27,3,210,314,209.88,210
Furniture,Los Angeles,United States,Mike Vittorini,6/17/2016,West,Consumer,6/19/2016,First Class,Shipped Late,California,Bookcases,2,1,0.15,1,110,110,0.46,2,240,359,239.67,282
Office Supplies,Los Angeles,United States,Mike Vittorini,6/17/2016,West,Consumer,6/19/2016,First Class,Shipped Late,California,Labels,2,1,0,1,6,6,0.28,6,23,34,22.5,23
Office Supplies,Los Angeles,United States,Mike Vittorini,6/17/2016,West,Consumer,6/19/2016,First Class,Shipped Late,California,Paper,2,1,0,1,37,37,0.17,4,220,329,219.84,220
Office Supplies,Springfield,United States,Cathy Prescott,1/13/2017,Central,Corporate,1/18/2017,Second Class,Shipped Late,Missouri,Paper,5,3,0,1,2,2,0.06,5,32,49,32.4,32
Office Supplies,Springfield,United States,Cathy Prescott,1/13/2017,Central,Corporate,1/18/2017,Second Class,Shipped Late,Missouri,Art,5,3,0,1,101,101,0.48,6,210,314,209.94,210
Office Supplies,Springfield,United States,Cathy Prescott,1/13/2017,Central,Corporate,1/18/2017,Second Class,Shipped Late,Missouri,Supplies,5,3,0.05,1,1741,1741,0.44,5,3956,6236,4164.05,4164
Furniture,Springfield,United States,Cathy Prescott,1/13/2017,Central,Corporate,1/18/2017,Second Class,Shipped Late,Missouri,Bookcases,5,3,0.15,1,60,60,0.33,3,181,319,212.94,213
Furniture,San Francisco,United States,Victoria Pisteka,9/6/2014,West,Corporate,9/9/2014,First Class,Shipped Late,California,Furnishings,3,1,0,1,11,11,0.26,6,42,63,41.88,42
Office Supplies,San Francisco,United States,Victoria Pisteka,9/6/2014,West,Corporate,9/9/2014,First Class,Shipped Late,California,Labels,3,1,0,1,1,1,0.02,8,58,88,58.48,58
Furniture,Texas City,United States,Paul MacIntyre,1/19/2015,Central,Consumer,1/23/2015,Standard Class,Shipped Early,Texas,Tables,4,6,0.2,1,41,41,0.35,1,117,153,102.44,146
Furniture,Texas City,United States,Paul MacIntyre,1/19/2015,Central,Consumer,1/23/2015,Standard Class,Shipped Early,Texas,Chairs,4,6,0.3,1,58,58,0.29,4,199,298,199.3,284
Technology,New York City,United States,Tom Boeckenhauer,12/14/2014,East,Consumer,12/21/2014,Standard Class,Shipped Late,New York,Machines,7,6,0,1,3290,3290,0.47,4,7000,10483,6999.96,7000
Office Supplies,Bellevue,United States,Erica Hackney,5/23/2014,West,Consumer,5/27/2014,Standard Class,Shipped Early,Washington,Paper,4,6,0,1,-2,-2,-0.13,2,13,19,12.96,13
Technology,New York City,United States,Giulietta Weimer,9/19/2015,East,Consumer,9/22/2015,Second Class,Shipped On Time,New York,Phones,3,3,0,1,-11,-11,-0.04,14,280,419,279.86,280
Office Supplies,Wilson,United States,Nora Pelletier,10/2/2015,South,Home Office,10/6/2015,Standard Class,Shipped Early,North Carolina,Binders,4,6,0.7,1,2,2,0.32,5,7,11,7.38,23
Furniture,Seattle,United States,Joe Elijah,12/25/2016,West,Consumer,12/30/2016,Standard Class,Shipped Early,Washington,Chairs,5,6,0.2,1,335,335,0.48,3,698,1046,698.35,873
Furniture,Seattle,United States,Joe Elijah,12/25/2016,West,Consumer,12/30/2016,Standard Class,Shipped Early,Washington,Tables,5,6,0.2,1,391,391,0.28,5,1398,2617,1747.25,1747
Office Supplies,Springfield,United States,Brad Eason,5/6/2016,Central,Home Office,5/8/2016,Second Class,Shipped Early,Missouri,Appliances,2,3,0,1,-39,-39,-0.73,1,54,82,54.48,54
Technology,San Francisco,United States,Sonia Sunley,10/24/2016,West,Consumer,10/24/2016,Same Day,Shipped On Time,California,Accessories,0,0,0,1,16,16,0.08,1,200,300,199.99,200
Office Supplies,Charlotte,United States,Mick Brown,5/6/2017,South,Consumer,5/6/2017,Same Day,Shipped On Time,North Carolina,Binders,0,0,0.7,1,25,25,0.36,11,69,103,68.54,230
Technology,Charlotte,United States,Mick Brown,5/6/2017,South,Consumer,5/6/2017,Same Day,Shipped On Time,North Carolina,Phones,0,0,0.2,1,176,176,0.28,4,627,939,627.17,784
Office Supplies,Charlotte,United States,Mick Brown,5/6/2017,South,Consumer,5/6/2017,Same Day,Shipped On Time,North Carolina,Labels,0,0,0.2,1,52,52,0.43,5,122,183,122.12,153
Office Supplies,New York City,United States,Resi Pölking,11/27/2017,East,Consumer,11/30/2017,Second Class,Shipped On Time,New York,Art,3,3,0,1,-5,-5,-0.77,3,7,10,6.99,7
Office Supplies,New York City,United States,Resi Pölking,11/27/2017,East,Consumer,11/30/2017,Second Class,Shipped On Time,New York,Binders,3,3,0.2,1,12,12,0.11,6,107,161,107.42,134
Furniture,Lorain,United States,Anthony Jacobs,10/31/2014,East,Corporate,11/2/2014,Second Class,Shipped Early,Ohio,Tables,2,3,0.2,1,1005,1005,0.53,8,1896,2129,1421.66,2370
Office Supplies,Indianapolis,United States,Patrick O'Donnell,8/5/2017,Central,Consumer,8/9/2017,Standard Class,Shipped Early,Indiana,Binders,4,6,0,1,37,37,0.29,6,126,189,125.88,126
Technology,Indianapolis,United States,Patrick O'Donnell,8/5/2017,Central,Consumer,8/9/2017,Standard Class,Shipped Early,Indiana,Accessories,4,6,0,1,27,27,0.34,2,80,119,79.78,80
Office Supplies,Indianapolis,United States,Patrick O'Donnell,8/5/2017,Central,Consumer,8/9/2017,Standard Class,Shipped Early,Indiana,Labels,4,6,0,1,-69,-69,-0.52,9,133,199,133.2,133
Technology,Redmond,United States,William Brown,8/10/2015,West,Consumer,8/16/2015,Standard Class,Shipped On Time,Oregon,Phones,6,6,0.2,1,210,210,0.48,4,438,656,438.37,548
Technology,Redmond,United States,William Brown,8/10/2015,West,Consumer,8/16/2015,Standard Class,Shipped On Time,Oregon,Phones,6,6,0.2,1,52,52,0.37,7,140,210,139.94,175
Office Supplies,Redmond,United States,William Brown,8/10/2015,West,Consumer,8/16/2015,Standard Class,Shipped On Time,Oregon,Appliances,6,6,0.2,1,67,67,0.5,4,133,200,133.47,166
Furniture,Springfield,United States,Mike Pelletier,12/15/2016,West,Home Office,12/21/2016,Standard Class,Shipped On Time,Oregon,Tables,6,6,0.2,1,352,352,0.39,3,902,845,564.19,1128
Office Supplies,Springfield,United States,Mike Pelletier,12/15/2016,West,Home Office,12/21/2016,Standard Class,Shipped On Time,Oregon,Appliances,6,6,0.2,1,-20,-20,-0.23,2,87,131,87.17,109
Office Supplies,Arlington,United States,Barry Französisch,9/8/2017,Central,Corporate,9/11/2017,First Class,Shipped Late,Texas,Binders,3,1,0.8,1,5,5,0.11,7,43,64,42.62,215
Technology,Arlington,United States,Barry Französisch,9/8/2017,Central,Corporate,9/11/2017,First Class,Shipped Late,Texas,Copiers,3,1,0.2,1,-173,-173,-0.54,2,320,479,319.98,400
Office Supplies,Arlington,United States,Barry Französisch,9/8/2017,Central,Corporate,9/11/2017,First Class,Shipped Late,Texas,Fasteners,3,1,0.2,1,5,5,0.1,5,46,69,45.92,58
Furniture,Arlington,United States,Barry Französisch,9/8/2017,Central,Corporate,9/11/2017,First Class,Shipped Late,Texas,Furnishings,3,1,0.6,1,-34,-34,-1.6,2,21,32,21.18,53
Office Supplies,Arlington,United States,Barry Französisch,9/8/2017,Central,Corporate,9/11/2017,First Class,Shipped Late,Texas,Paper,3,1,0.2,1,7,7,0.34,4,21,31,20.74,26
Furniture,Arlington,United States,Barry Französisch,9/8/2017,Central,Corporate,9/11/2017,First Class,Shipped Late,Texas,Chairs,3,1,0.3,1,72,72,0.34,5,213,320,213.43,304
Technology,Gilbert,United States,Katherine Murray,2/20/2017,West,Home Office,2/27/2017,Standard Class,Shipped Late,Arizona,Phones,7,6,0.2,1,-184,-184,-0.55,3,334,500,333.58,418
Technology,Gilbert,United States,Katherine Murray,2/20/2017,West,Home Office,2/27/2017,Standard Class,Shipped Late,Arizona,Accessories,7,6,0.2,1,11,11,0.35,1,32,48,31.99,40
Office Supplies,Gilbert,United States,Katherine Murray,2/20/2017,West,Home Office,2/27/2017,Standard Class,Shipped Late,Arizona,Storage,7,6,0.2,1,-10,-10,-0.19,2,51,77,51.17,64
Office Supplies,Gilbert,United States,Katherine Murray,2/20/2017,West,Home Office,2/27/2017,Standard Class,Shipped Late,Arizona,Envelopes,7,6,0.2,1,1,1,0.08,5,11,16,10.64,14
Furniture,Gilbert,United States,Katherine Murray,2/20/2017,West,Home Office,2/27/2017,Standard Class,Shipped Late,Arizona,Furnishings,7,6,0.2,1,10,10,0.15,2,69,103,68.7,86
Furniture,Gilbert,United States,Katherine Murray,2/20/2017,West,Home Office,2/27/2017,Standard Class,Shipped Late,Arizona,Tables,7,6,0.2,1,105,105,0.17,9,619,579,386.91,774
Office Supplies,Lawrence,United States,Denny Blanton,8/8/2015,East,Consumer,8/10/2015,Second Class,Shipped Early,Massachusetts,Art,2,3,0,1,14,14,0.36,2,40,59,39.66,40
Office Supplies,Lawrence,United States,Denny Blanton,8/8/2015,East,Consumer,8/10/2015,Second Class,Shipped Early,Massachusetts,Appliances,2,3,0,1,27,27,0.24,2,114,171,113.92,114
Office Supplies,Lawrence,United States,Denny Blanton,8/8/2015,East,Consumer,8/10/2015,Second Class,Shipped Early,Massachusetts,Binders,2,3,0,1,-215,-215,-0.48,7,448,671,447.86,448
Furniture,Virginia Beach,United States,Olvera Toch,10/26/2017,South,Consumer,11/1/2017,Standard Class,Shipped On Time,Virginia,Tables,6,6,0.2,1,29,29,0.1,5,286,534,356.85,357
Office Supplies,Virginia Beach,United States,Olvera Toch,10/26/2017,South,Consumer,11/1/2017,Standard Class,Shipped On Time,Virginia,Envelopes,6,6,0,1,73,73,0.29,7,252,377,251.58,252
Office Supplies,Irving,United States,John Stevenson,7/14/2016,Central,Consumer,7/18/2016,Second Class,Shipped Late,Texas,Paper,4,3,0.2,1,103,103,0.47,5,220,329,219.84,275
Furniture,Vineland,United States,Cynthia Arntzen,5/12/2017,East,Consumer,5/14/2017,Second Class,Shipped Early,New Jersey,Furnishings,2,3,0,1,7,7,0.17,5,43,64,42.85,43
Office Supplies,Vineland,United States,Cynthia Arntzen,5/12/2017,East,Consumer,5/14/2017,Second Class,Shipped Early,New Jersey,Labels,2,3,0,1,3,3,0.45,2,6,9,6.16,6
Office Supplies,Vineland,United States,Cynthia Arntzen,5/12/2017,East,Consumer,5/14/2017,Second Class,Shipped Early,New Jersey,Supplies,2,3,0.05,1,5,5,0.31,2,16,25,17,17
Technology,Vineland,United States,Cynthia Arntzen,5/12/2017,East,Consumer,5/14/2017,Second Class,Shipped Early,New Jersey,Accessories,2,3,0,1,31,31,0.36,5,87,131,87.4,87
Office Supplies,Columbus,United States,Mick Hernandez,5/25/2017,South,Home Office,5/29/2017,Standard Class,Shipped Early,Georgia,Binders,4,6,0,1,14,14,0.48,2,30,45,29.84,30
Office Supplies,Los Angeles,United States,Robert Barroso,8/23/2014,West,Corporate,8/27/2014,Second Class,Shipped Late,California,Binders,4,3,0.2,1,13,13,0.26,2,50,74,49.57,63
Office Supplies,San Diego,United States,Sean Braxton,9/11/2015,West,Corporate,9/16/2015,Standard Class,Shipped Early,California,Art,5,6,0,1,106,106,0.4,7,266,398,265.86,266
Furniture,Charlottesville,United States,Tamara Willingham,9/5/2015,South,Home Office,9/12/2015,Standard Class,Shipped Late,Virginia,Furnishings,7,6,0,1,31,31,0.45,4,68,102,67.96,68
Office Supplies,Lawrence,United States,Denise Leinenbach,11/21/2015,Central,Consumer,11/23/2015,Second Class,Shipped Early,Indiana,Art,2,3,0,1,4,4,0.35,6,11,16,10.92,11
Technology,Lawrence,United States,Denise Leinenbach,11/21/2015,Central,Consumer,11/23/2015,Second Class,Shipped Early,Indiana,Machines,2,3,0,1,25,25,0.3,2,84,126,83.9,84
Office Supplies,Lawrence,United States,Denise Leinenbach,11/21/2015,Central,Consumer,11/23/2015,Second Class,Shipped Early,Indiana,Appliances,2,3,0,1,4,4,0.18,5,20,30,19.75,20
Technology,Lawrence,United States,Denise Leinenbach,11/21/2015,Central,Consumer,11/23/2015,Second Class,Shipped Early,Indiana,Accessories,2,3,0,1,177,177,0.45,3,394,589,393.54,394
Furniture,Phoenix,United States,Shirley Daniels,10/10/2014,West,Home Office,10/14/2014,Standard Class,Shipped Early,Arizona,Furnishings,4,6,0.2,1,13,13,0.27,7,47,70,46.87,59
Office Supplies,Meriden,United States,Ted Butterfield,9/2/2017,East,Consumer,9/7/2017,Second Class,Shipped Late,Connecticut,Storage,5,3,0,1,3,3,0.26,1,11,16,10.9,11
Office Supplies,Meriden,United States,Ted Butterfield,9/2/2017,East,Consumer,9/7/2017,Second Class,Shipped Late,Connecticut,Paper,5,3,0,1,34,34,0.42,4,80,120,79.92,80
Office Supplies,Meriden,United States,Ted Butterfield,9/2/2017,East,Consumer,9/7/2017,Second Class,Shipped Late,Connecticut,Paper,5,3,0,1,12,12,0.08,3,147,220,146.82,147
Office Supplies,Franklin,United States,Dennis Pardue,1/1/2017,Central,Home Office,1/2/2017,First Class,Shipped On Time,Wisconsin,Binders,1,1,0,1,1,1,0.26,2,4,5,3.6,4
Furniture,Los Angeles,United States,Deanra Eno,11/5/2014,West,Home Office,11/10/2014,Standard Class,Shipped Early,California,Furnishings,5,6,0,1,9,9,0.47,6,20,30,20.04,20
Office Supplies,Bloomington,United States,Mick Crebagga,12/17/2015,Central,Consumer,12/22/2015,Standard Class,Shipped Early,Illinois,Storage,5,6,0.2,1,90,90,0.5,1,180,270,180.02,225
Furniture,Bloomington,United States,Mick Crebagga,12/17/2015,Central,Consumer,12/22/2015,Standard Class,Shipped Early,Illinois,Furnishings,5,6,0.6,1,20,20,0.48,2,42,62,41.55,105
Office Supplies,Bloomington,United States,Mick Crebagga,12/17/2015,Central,Consumer,12/22/2015,Standard Class,Shipped Early,Illinois,Art,5,6,0.2,1,6,6,0.44,5,13,20,13.12,16
Office Supplies,Los Angeles,United States,Hunter Glantz,5/14/2015,West,Consumer,5/21/2015,Standard Class,Shipped Late,California,Storage,7,6,0,1,-101,-101,-0.09,4,1118,1674,1117.92,1118
Technology,San Francisco,United States,Candace McMahon,3/10/2017,West,Corporate,3/15/2017,Second Class,Shipped Late,California,Accessories,5,3,0,1,-54,-54,-0.48,4,112,168,111.96,112
