Category,City,Country,CustomerName,OrderDate,Region,Segment,ShipDate,ShipMode,ShipStatus,State,SubCategory,DaystoShipActual,DaystoShipScheduled,Discount,NumberofRecords,Profit,ProfitperOrder,ProfitRatio,Quantity,Sales,SalesForecast,SalesperCustomer,saleswodic,Discount
Office Supplies,Houston,United States,Darrin Martin,7/8/2015,Central,Consumer,7/8/2015,Same Day,Shipped On Time,Texas,Paper,0,0,0.25,1,5,6.6,0.26,5,19.6875,32,21.12,26,0.2
Furniture,Boise,United States,Heather Kirkland,11/16/2015,West,Corporate,11/20/2015,Standard Class,Shipped Early,Idaho,Tables,4,6,0.18,1,29,160.18,0.05,2,570.72,1043,696.42,696,0
Technology,Boise,United States,Heather Kirkland,11/16/2015,West,Corporate,11/20/2015,Standard Class,Shipped Early,Idaho,Phones,4,6,0.2,1,24,22.86,0.08,3,305,456,304.78,381,0.2
Office Supplies,San Diego,United States,Bruce Geld,6/18/2015,West,Consumer,6/22/2015,Standard Class,Shipped Early,California,Art,4,6,0.25,1,2,15.07,0.04,2,39,78,51.98,52,0
Furniture,Los Angeles,United States,Clytie Kelty,4/8/2016,West,Consumer,4/14/2016,Standard Class,Shipped On Time,California,Furnishings,6,6,0.18,1,5,10.37,0.24,5,20.5,37,24.7,25,0
Office Supplies,New York City,United States,Roland Fjeld,4/18/2015,East,Consumer,4/23/2015,Second Class,Shipped Late,New York,Labels,5,3,0.25,1,4,10.31,0.22,3,16.5,33,21.93,22,0
Office Supplies,Philadelphia,United States,Caroline Jumper,12/3/2016,East,Consumer,12/8/2016,Standard Class,Shipped Early,Pennsylvania,Appliances,5,6,0.25,1,70,93.77,0.19,4,370.3125,591,394.82,494,0.2
Office Supplies,Philadelphia,United States,Caroline Jumper,12/3/2016,East,Consumer,12/8/2016,Standard Class,Shipped Early,Pennsylvania,Binders,5,6,0.25,1,-16,-14.55,-0.35,4,45,27,18.19,60,0.7
Office Supplies,New York City,United States,Matt Abelman,12/10/2015,East,Home Office,12/10/2015,Same Day,Shipped On Time,New York,Labels,0,0,0.25,1,1,3.44,0.22,1,5.25,11,7.31,7,0
Technology,New York City,United States,Matt Abelman,12/10/2015,East,Home Office,12/10/2015,Same Day,Shipped On Time,New York,Copiers,0,0,0.2,1,248,249.99,0.31,2,800,1198,799.98,1000,0.2
Office Supplies,New York City,United States,Matt Abelman,12/10/2015,East,Home Office,12/10/2015,Same Day,Shipped On Time,New York,Paper,0,0,0.25,1,6,18.99,0.21,6,30.75,62,41.28,41,0
Office Supplies,New York City,United States,Matt Abelman,12/10/2015,East,Home Office,12/10/2015,Same Day,Shipped On Time,New York,Paper,0,0,0.25,1,29,84.94,0.21,7,138.75,277,184.66,185,0
Office Supplies,Cranston,United States,Anne McFarland,10/31/2014,East,Consumer,11/2/2014,Second Class,Shipped Early,Rhode Island,Art,2,3,0.25,1,5,18.72,0.13,5,36.75,74,49.25,49,0
Office Supplies,Cranston,United States,Anne McFarland,10/31/2014,East,Consumer,11/2/2014,Second Class,Shipped Early,Rhode Island,Paper,2,3,0.25,1,2,4.78,0.22,2,7.5,15,10.16,10,0
Furniture,Cranston,United States,Anne McFarland,10/31/2014,East,Consumer,11/2/2014,Second Class,Shipped Early,Rhode Island,Furnishings,2,3,0.18,1,1,4.28,0.11,2,12.3,22,14.76,15,0
Office Supplies,Cranston,United States,Anne McFarland,10/31/2014,East,Consumer,11/2/2014,Second Class,Shipped Early,Rhode Island,Binders,2,3,0.25,1,5,15.68,0.21,2,25.5,51,34.08,34,0
Furniture,Cranston,United States,Anne McFarland,10/31/2014,East,Consumer,11/2/2014,Second Class,Shipped Early,Rhode Island,Furnishings,2,3,0.18,1,4,7.77,0.26,3,14.76,26,17.67,18,0
Furniture,Cranston,United States,Anne McFarland,10/31/2014,East,Consumer,11/2/2014,Second Class,Shipped Early,Rhode Island,Chairs,2,3,0.18,1,158,481.47,0.12,5,1316.1,2403,1604.9,1605,0
Furniture,Cranston,United States,Anne McFarland,10/31/2014,East,Consumer,11/2/2014,Second Class,Shipped Early,Rhode Island,Tables,2,3,0.18,1,-18,-60.61,-0.04,1,452.1714286,578,385.69,551,0.3
Office Supplies,Chicago,United States,Angele Hood,12/9/2017,Central,Consumer,12/14/2017,Standard Class,Shipped Early,Illinois,Paper,5,6,0.25,1,4,4.99,0.26,2,15,24,15.98,20,0.2
Office Supplies,Richmond,United States,Peter Fuller,5/5/2014,South,Consumer,5/9/2014,Second Class,Shipped Late,Kentucky,Paper,4,3,0.25,1,1,4.24,0.2,3,6.75,14,9.42,9,0
Office Supplies,Richmond,United States,Peter Fuller,5/5/2014,South,Consumer,5/9/2014,Second Class,Shipped Late,Kentucky,Art,4,3,0.25,1,0,1.9,0.04,2,5.25,10,6.56,7,0
Office Supplies,Richmond,United States,Peter Fuller,5/5/2014,South,Consumer,5/9/2014,Second Class,Shipped Late,Kentucky,Paper,4,3,0.25,1,4,11.54,0.22,2,18.75,37,24.56,25,0
Office Supplies,Mishawaka,United States,Rick Duston,3/4/2016,Central,Consumer,3/8/2016,Standard Class,Shipped Early,Indiana,Binders,4,6,0.25,1,24,64.2,0.25,3,96,192,128.4,128,0
Office Supplies,Mount Vernon,United States,Jeremy Lonsdale,11/30/2014,East,Consumer,12/4/2014,Standard Class,Shipped Early,New York,Envelopes,4,6,0.25,1,10,29.27,0.22,4,46.5,93,62.28,62,0
Office Supplies,Los Angeles,United States,Ann Blume,2/18/2015,West,Corporate,2/22/2015,Standard Class,Shipped Early,California,Labels,4,6,0.25,1,2,4.44,0.23,3,6.75,14,9.24,9,0
Furniture,San Francisco,United States,Nick Crebassa,4/1/2017,West,Corporate,4/3/2017,First Class,Shipped Late,California,Bookcases,2,1,0.18,1,70,85.18,0.15,8,465.9529412,723,482.66,568,0.15
Technology,San Francisco,United States,Nick Crebassa,4/1/2017,West,Corporate,4/3/2017,First Class,Shipped Late,California,Machines,2,1,0.2,1,384,360,0.08,2,4800,7188,4799.98,6000,0.2
Office Supplies,Seattle,United States,Tom Boeckenhauer,6/11/2017,West,Consumer,6/13/2017,Second Class,Shipped Early,Washington,Paper,2,3,0.25,1,7,18.21,0.23,2,28.5,57,37.94,38,0
Office Supplies,Seattle,United States,Tom Boeckenhauer,6/11/2017,West,Consumer,6/13/2017,Second Class,Shipped Early,Washington,Binders,2,3,0.25,1,5,6.63,0.31,6,16.875,27,18.29,23,0.2
Technology,Seattle,United States,Tom Boeckenhauer,6/11/2017,West,Consumer,6/13/2017,Second Class,Shipped Early,Washington,Machines,2,3,0.2,1,131,130.21,0.34,5,386,578,385.8,483,0.2
Office Supplies,Seattle,United States,Tom Boeckenhauer,6/11/2017,West,Consumer,6/13/2017,Second Class,Shipped Early,Washington,Storage,2,3,0.25,1,-19,1.03,-0.24,2,77.25,154,102.96,103,0
Furniture,Seattle,United States,Tom Boeckenhauer,6/11/2017,West,Consumer,6/13/2017,Second Class,Shipped Early,Washington,Bookcases,2,3,0.18,1,9,41.86,0.06,3,142.68,261,174.42,174,0
Office Supplies,Quincy,United States,Sarah Jordon,9/30/2016,Central,Consumer,10/3/2016,First Class,Shipped Late,Illinois,Binders,3,1,0.25,1,-8,-3.24,-1.1,2,7.5,3,1.96,10,0.8
Furniture,Chicago,United States,Ellis Ballard,12/13/2014,Central,Corporate,12/17/2014,Standard Class,Shipped Early,Illinois,Furnishings,4,6,0.18,1,-6,-42.49,-0.03,3,192.7,141,94.43,235,0.6
Office Supplies,Urbandale,United States,William Brown,11/11/2017,Central,Consumer,11/16/2017,Standard Class,Shipped Early,Iowa,Fasteners,5,6,0.25,1,8,21.58,0.22,4,34.5,69,45.92,46,0
Furniture,Seattle,United States,Steven Roelle,1/5/2015,West,Home Office,1/10/2015,Standard Class,Shipped Early,Washington,Chairs,5,6,0.18,1,-6,-6.93,-0.09,1,63.55,92,61.58,78,0.2
Office Supplies,Richmond,United States,Vivek Grady,3/24/2016,Central,Corporate,3/26/2016,First Class,Shipped Late,Indiana,Paper,2,1,0.25,1,3,10.34,0.21,1,16.5,34,22.48,22,0
Furniture,Dallas,United States,Linda Southworth,7/5/2017,Central,Corporate,7/10/2017,Standard Class,Shipped Early,Texas,Furnishings,5,6,0.18,1,-429,-348.63,-0.63,9,680.6,497,332.03,830,0.6
Office Supplies,Dallas,United States,Linda Southworth,7/5/2017,Central,Corporate,7/10/2017,Standard Class,Shipped Early,Texas,Binders,5,6,0.25,1,-41,-17.66,-1,9,41.25,17,11.39,55,0.8
Office Supplies,Dallas,United States,Linda Southworth,7/5/2017,Central,Corporate,7/10/2017,Standard Class,Shipped Early,Texas,Paper,5,6,0.25,1,5,5.64,0.31,3,15,23,15.55,20,0.2
Office Supplies,Dallas,United States,Linda Southworth,7/5/2017,Central,Corporate,7/10/2017,Standard Class,Shipped Early,Texas,Paper,5,6,0.25,1,9,11.28,0.31,6,29.0625,47,31.1,39,0.2
Office Supplies,Dallas,United States,Linda Southworth,7/5/2017,Central,Corporate,7/10/2017,Standard Class,Shipped Early,Texas,Binders,5,6,0.25,1,-25,-10.42,-1.1,1,22.5,9,6.32,30,0.8
Office Supplies,Philadelphia,United States,Matt Abelman,9/21/2014,East,Home Office,9/24/2014,First Class,Shipped Late,Pennsylvania,Paper,3,1,0.25,1,3,4.12,0.31,3,10.3125,17,11.35,14,0.2
Office Supplies,Philadelphia,United States,Matt Abelman,9/21/2014,East,Home Office,9/24/2014,First Class,Shipped Late,Pennsylvania,Labels,3,1,0.25,1,6,7.02,0.29,9,19.6875,31,20.81,26,0.2
Office Supplies,Rockford,United States,Neil Französisch,7/23/2016,Central,Home Office,7/27/2016,Standard Class,Shipped Early,Illinois,Binders,4,6,0.25,1,-45,-18.84,-1.1,4,41.25,17,11.42,55,0.8
Office Supplies,Philadelphia,United States,Michael Dominguez,8/29/2017,East,Corporate,9/3/2017,Second Class,Shipped Late,Pennsylvania,Art,5,3,0.25,1,0,0.71,0.03,7,8.4375,14,9.41,11,0.2
Office Supplies,Seattle,United States,Maria Zettner,3/26/2017,West,Home Office,3/28/2017,First Class,Shipped Late,Washington,Art,2,1,0.25,1,1,5.95,0.05,1,15,30,19.83,20,0
Office Supplies,Grand Rapids,United States,Ken Brennan,12/29/2017,Central,Corporate,1/4/2018,Standard Class,Shipped On Time,Michigan,Paper,6,6,0.25,1,36,100.66,0.23,2,157.5,314,209.7,210,0
Office Supplies,Los Angeles,United States,Michelle Arnett,9/20/2014,West,Home Office,9/26/2014,Standard Class,Shipped On Time,California,Appliances,6,6,0.25,1,1,11.86,0.02,4,33,66,43.92,44,0
Office Supplies,Los Angeles,United States,Michelle Arnett,9/20/2014,West,Home Office,9/26/2014,Standard Class,Shipped On Time,California,Binders,6,6,0.25,1,5,6.58,0.28,3,18.75,30,20.23,25,0.2
Technology,Springfield,United States,Maria Etezadi,4/4/2016,South,Home Office,4/5/2016,First Class,Shipped On Time,Virginia,Phones,1,1,0.2,1,-19,6,-0.16,3,120,225,149.97,150,0
Office Supplies,Springfield,United States,Maria Etezadi,4/4/2016,South,Home Office,4/5/2016,First Class,Shipped On Time,Virginia,Paper,1,1,0.25,1,5,13.07,0.22,3,21,42,27.81,28,0
Technology,Los Angeles,United States,Jonathan Doherty,3/26/2014,West,Corporate,3/30/2014,Standard Class,Shipped Early,California,Accessories,4,6,0.2,1,-4,8.62,-0.07,3,52.8,99,66.3,66,0
Office Supplies,Baltimore,United States,Lindsay Shagiari,11/28/2017,East,Home Office,12/4/2017,Standard Class,Shipped On Time,Maryland,Art,6,6,0.25,1,0,0.74,0.2,1,1.5,2,1.64,2,0
Furniture,Baltimore,United States,Lindsay Shagiari,11/28/2017,East,Home Office,12/4/2017,Standard Class,Shipped On Time,Maryland,Furnishings,6,6,0.18,1,69,272.79,0.08,5,860.18,1571,1049.2,1049,0
Furniture,Baltimore,United States,Lindsay Shagiari,11/28/2017,East,Home Office,12/4/2017,Standard Class,Shipped On Time,Maryland,Furnishings,6,6,0.18,1,3,7.52,0.18,5,17.22,31,20.9,21,0
Office Supplies,Fairfield,United States,Shirley Jackson,12/1/2016,East,Consumer,12/5/2016,Second Class,Shipped Late,Connecticut,Binders,4,3,0.25,1,14,40.52,0.21,6,66,132,88.08,88,0
Furniture,Fairfield,United States,Shirley Jackson,12/1/2016,East,Consumer,12/5/2016,Second Class,Shipped Late,Connecticut,Chairs,4,3,0.18,1,12,150.38,0.02,4,616.64,1126,751.92,752,0
Furniture,New York City,United States,Bill Shonely,9/19/2014,East,Corporate,9/19/2014,Same Day,Shipped On Time,New York,Chairs,0,0,0.18,1,97,177.42,0.12,7,808.1555556,1329,887.1,986,0.1
Technology,Lakeland,United States,Ralph Arnett,10/23/2015,South,Consumer,10/23/2015,Same Day,Shipped On Time,Florida,Phones,0,0,0.2,1,-13,-13.29,-0.24,7,56,84,55.94,70,0.2
Office Supplies,Lakeland,United States,Ralph Arnett,10/23/2015,South,Consumer,10/23/2015,Same Day,Shipped On Time,Florida,Art,0,0,0.25,1,2,2.27,0.16,2,10.3125,16,10.69,14,0.2
Technology,Lakeland,United States,Ralph Arnett,10/23/2015,South,Consumer,10/23/2015,Same Day,Shipped On Time,Florida,Phones,0,0,0.2,1,1,1.03,0.09,2,12,18,11.82,15,0.2
Office Supplies,Freeport,United States,Troy Staebel,10/13/2017,Central,Consumer,10/16/2017,First Class,Shipped Late,Illinois,Paper,3,1,0.25,1,17,20.58,0.28,3,59.0625,95,63.31,79,0.2
Office Supplies,Freeport,United States,Troy Staebel,10/13/2017,Central,Consumer,10/16/2017,First Class,Shipped Late,Illinois,Binders,3,1,0.25,1,-346,-145.18,-0.95,4,363.75,145,96.78,485,0.8
Furniture,Freeport,United States,Troy Staebel,10/13/2017,Central,Consumer,10/16/2017,First Class,Shipped Late,Illinois,Furnishings,3,1,0.18,1,-5,-6.81,-0.23,3,20.5,16,10.48,25,0.6
Office Supplies,Medford,United States,Ken Black,9/4/2015,West,Corporate,9/9/2015,Standard Class,Shipped Early,Oregon,Binders,5,6,0.25,1,-6,-6.83,-0.25,2,25,15,9.76,33,0.7
Furniture,Seattle,United States,Muhammed MacIntyre,3/14/2016,West,Corporate,3/16/2016,First Class,Shipped Late,Washington,Chairs,2,1,0.18,1,-18,-22.14,-0.09,2,201.925,295,196.78,246,0.2
Office Supplies,New York City,United States,Lori Olson,10/28/2017,East,Corporate,11/2/2017,Second Class,Shipped Late,New York,Envelopes,5,3,0.25,1,9,23.99,0.25,2,36,72,47.98,48,0
Office Supplies,Fairfield,United States,Ricardo Sperren,10/15/2017,East,Corporate,10/19/2017,Second Class,Shipped Late,Connecticut,Labels,4,3,0.25,1,2,6,0.21,5,9.75,20,13.05,13,0
Technology,Moorhead,United States,Cindy Chapman,8/7/2017,Central,Consumer,8/11/2017,Standard Class,Shipped Early,Minnesota,Accessories,4,6,0.2,1,6,19.83,0.11,4,51.2,96,63.96,64,0
Office Supplies,Columbus,United States,Kean Thornton,9/21/2017,South,Consumer,9/25/2017,Standard Class,Shipped Early,Georgia,Appliances,4,6,0.25,1,3,24.14,0.05,1,60,121,80.48,80,0
Office Supplies,Philadelphia,United States,Darrin Martin,11/3/2017,East,Consumer,11/8/2017,Standard Class,Shipped Early,Pennsylvania,Binders,5,6,0.25,1,-7,-7.78,-0.22,3,30,17,11.67,40,0.7
Furniture,Houston,United States,Emily Phan,11/5/2016,Central,Consumer,11/9/2016,Standard Class,Shipped Early,Texas,Tables,4,6,0.18,1,-71,-160.3,-0.07,8,1010.942857,1293,863.13,1233,0.3
Office Supplies,Houston,United States,Emily Phan,11/5/2016,Central,Consumer,11/9/2016,Standard Class,Shipped Early,Texas,Binders,4,6,0.25,1,-18,-6.24,-1.2,3,15,5,3.56,20,0.8
Furniture,Houston,United States,Emily Phan,11/5/2016,Central,Consumer,11/9/2016,Standard Class,Shipped Early,Texas,Bookcases,4,6,0.18,1,-115,-225.1,-0.1,7,1154.029412,1433,956.66,1407,0.32
Office Supplies,Houston,United States,Emily Phan,11/5/2016,Central,Consumer,11/9/2016,Standard Class,Shipped Early,Texas,Binders,4,6,0.25,1,-51,-20.14,-1.05,3,48.75,19,12.59,65,0.8
Technology,Houston,United States,Emily Phan,11/5/2016,Central,Consumer,11/9/2016,Standard Class,Shipped Early,Texas,Accessories,4,6,0.2,1,45,45.14,0.26,5,172,258,171.96,215,0.2
Furniture,Seattle,United States,Anne McFarland,6/25/2017,West,Consumer,6/29/2017,Second Class,Shipped Late,Washington,Tables,4,3,0.18,1,-7,148.14,-0.01,4,714.22,1305,871.4,871,0
Furniture,Jackson,United States,Stefanie Holloman,11/26/2015,South,Corporate,11/30/2015,Standard Class,Shipped Early,Tennessee,Furnishings,4,6,0.18,1,213,190.43,0.3,11,709.3,1037,692.47,865,0.2
Furniture,Baltimore,United States,Laura Armstrong,11/24/2016,East,Corporate,11/27/2016,Second Class,Shipped On Time,Maryland,Furnishings,3,3,0.18,1,39,85.18,0.23,4,170.56,311,207.76,208,0
Technology,Murray,United States,Sarah Foster,7/21/2017,West,Consumer,7/21/2017,Same Day,Shipped On Time,Utah,Phones,0,0,0.2,1,6,6.29,0.09,9,72,108,71.93,90,0.2
Office Supplies,Murray,United States,Sarah Foster,7/21/2017,West,Consumer,7/21/2017,Same Day,Shipped On Time,Utah,Art,0,0,0.25,1,1,7.54,0.04,1,19.5,39,25.99,26,0
Office Supplies,Seattle,United States,Andrew Gjertsen,10/23/2015,West,Corporate,10/28/2015,Standard Class,Shipped Early,Washington,Binders,5,6,0.25,1,1,1.12,0.26,1,3.75,5,3.59,5,0.2
Office Supplies,Dallas,United States,Kean Nguyen,7/9/2015,Central,Corporate,7/13/2015,Standard Class,Shipped Early,Texas,Appliances,4,6,0.25,1,-358,-121.58,-1.95,2,183.75,73,48.63,245,0.8
Office Supplies,Seattle,United States,Nicole Fjeld,8/18/2017,West,Home Office,8/22/2017,Standard Class,Shipped Early,Washington,Storage,4,6,0.25,1,-15,61.39,-0.06,2,242.25,484,323.1,323,0
Technology,Lakewood,United States,Bill Shonely,4/16/2016,East,Corporate,4/20/2016,Standard Class,Shipped Early,New Jersey,Machines,4,6,0.2,1,437,2365.98,0.06,7,7280,13628,9099.93,9100,0
Furniture,Lakewood,United States,Bill Shonely,4/16/2016,East,Corporate,4/20/2016,Standard Class,Shipped Early,New Jersey,Furnishings,4,6,0.18,1,1,3.29,0.15,2,8.2,15,9.96,10,0
Office Supplies,Lakewood,United States,Bill Shonely,4/16/2016,East,Corporate,4/20/2016,Standard Class,Shipped Early,New Jersey,Binders,4,6,0.25,1,4,11.89,0.22,5,18.75,38,25.3,25,0
Office Supplies,New York City,United States,Robert Marley,11/14/2014,East,Home Office,11/18/2014,Standard Class,Shipped Early,New York,Paper,4,6,0.25,1,2,5.23,0.21,2,8.25,17,11.36,11,0
Furniture,New York City,United States,Robert Marley,11/14/2014,East,Home Office,11/18/2014,Standard Class,Shipped Early,New York,Chairs,4,6,0.18,1,8,14.62,0.13,2,62.86666667,104,69.26,77,0.1
Office Supplies,Indianapolis,United States,Adrian Barton,12/20/2014,Central,Consumer,12/23/2014,First Class,Shipped Late,Indiana,Labels,3,1,0.25,1,1,1.73,0.22,1,3,6,3.69,4,0
Office Supplies,Indianapolis,United States,Adrian Barton,12/20/2014,Central,Consumer,12/23/2014,First Class,Shipped Late,Indiana,Binders,3,1,0.25,1,166,496.79,0.2,3,828,1653,1103.97,1104,0
Furniture,Port Arthur,United States,Carol Adams,11/21/2015,Central,Corporate,11/26/2015,Second Class,Shipped Late,Texas,Bookcases,5,3,0.18,1,-50,-76.01,-0.17,2,296.6470588,369,246.13,362,0.32
Office Supplies,Port Arthur,United States,Carol Adams,11/21/2015,Central,Corporate,11/26/2015,Second Class,Shipped Late,Texas,Labels,5,3,0.25,1,3,3.95,0.29,2,11.25,18,11.7,15,0.2
Technology,Port Arthur,United States,Carol Adams,11/21/2015,Central,Corporate,11/26/2015,Second Class,Shipped Late,Texas,Copiers,5,3,0.2,1,167,165,0.38,1,440,659,439.99,550,0.2
Office Supplies,Nashville,United States,Erica Hernandez,12/28/2017,South,Home Office,1/3/2018,Standard Class,Shipped On Time,Tennessee,Storage,6,6,0.25,1,-15,-12.96,-0.25,1,60.9375,97,64.78,81,0.2
Office Supplies,Houston,United States,Odella Nelson,5/17/2015,Central,Corporate,5/21/2015,Standard Class,Shipped Early,Texas,Binders,4,6,0.25,1,-118,-49.92,-0.95,5,123.75,50,33.28,165,0.8
Office Supplies,Houston,United States,Odella Nelson,5/17/2015,Central,Corporate,5/21/2015,Standard Class,Shipped Early,Texas,Paper,4,6,0.25,1,4,4.93,0.3,3,13.125,21,14.09,18,0.2
Office Supplies,Los Angeles,United States,Alyssa Tate,12/9/2017,West,Home Office,12/13/2017,Second Class,Shipped Late,California,Art,4,3,0.25,1,0,2.79,0,2,8.25,17,11.16,11,0
Furniture,Los Angeles,United States,Alyssa Tate,12/9/2017,West,Home Office,12/13/2017,Second Class,Shipped Late,California,Tables,4,3,0.18,1,46,22.41,0.05,9,918.4,1342,896.33,1120,0.2
Office Supplies,Los Angeles,United States,Alyssa Tate,12/9/2017,West,Home Office,12/13/2017,Second Class,Shipped Late,California,Appliances,4,3,0.25,1,16,68.04,0.11,1,141.75,283,189,189,0
Technology,Philadelphia,United States,Emily Burns,3/10/2017,East,Consumer,3/16/2017,Standard Class,Shipped On Time,Pennsylvania,Phones,6,6,0.2,1,0,-10.8,0,3,72,81,53.98,90,0.4
Furniture,Redmond,United States,David Wiener,10/22/2017,West,Corporate,10/27/2017,Standard Class,Shipped Early,Oregon,Tables,5,6,0.18,1,-105,-120.51,-0.36,5,290.28,265,177.22,354,0.5
Furniture,Citrus Heights,United States,Maria Bertelson,7/3/2017,West,Consumer,7/10/2017,Standard Class,Shipped Late,California,Furnishings,7,6,0.18,1,25,54.34,0.24,3,105.78,194,129.39,129,0
Office Supplies,Los Angeles,United States,Tiffany House,9/4/2017,West,Corporate,9/10/2017,Standard Class,Shipped On Time,California,Storage,6,6,0.25,1,-10,0.54,-0.24,4,40.5,81,54.32,54,0
Technology,Tallahassee,United States,Patrick O'Brill,8/23/2017,South,Consumer,8/26/2017,Second Class,Shipped On Time,Florida,Phones,3,3,0.2,1,349,327.59,0.08,13,4368,6541,4367.9,5460,0.2
Office Supplies,Tallahassee,United States,Patrick O'Brill,8/23/2017,South,Consumer,8/26/2017,Second Class,Shipped On Time,Florida,Paper,3,3,0.25,1,12,15.49,0.26,2,46.875,74,49.57,63,0.2
Office Supplies,Tallahassee,United States,Patrick O'Brill,8/23/2017,South,Consumer,8/26/2017,Second Class,Shipped On Time,Florida,Appliances,3,3,0.25,1,5,12.1,0.03,6,150.9375,242,161.38,201,0.2
Furniture,Tallahassee,United States,Patrick O'Brill,8/23/2017,South,Consumer,8/26/2017,Second Class,Shipped On Time,Florida,Furnishings,3,3,0.18,1,1,0.42,0.17,2,3.075,4,2.78,4,0.2
Office Supplies,Tallahassee,United States,Patrick O'Brill,8/23/2017,South,Consumer,8/26/2017,Second Class,Shipped On Time,Florida,Paper,3,3,0.25,1,2,2.94,0.29,5,8.4375,13,8.72,11,0.2
Office Supplies,Lakewood,United States,Deanra Eno,8/22/2014,East,Home Office,8/25/2014,Second Class,Shipped On Time,Ohio,Art,3,3,0.25,1,1,1.03,0.21,1,3.75,6,3.91,5,0.2
Office Supplies,The Colony,United States,Mary O'Rourke,10/4/2016,Central,Consumer,10/4/2016,Same Day,Shipped On Time,Texas,Envelopes,0,0,0.25,1,16,19.42,0.28,7,56.25,89,59.75,75,0.2
Furniture,Seattle,United States,Angele Hood,10/26/2014,West,Consumer,10/30/2014,Second Class,Shipped Late,Washington,Furnishings,4,3,0.18,1,-7,3.2,-0.13,4,52.48,96,63.92,64,0
